Sitename: Kendall Grassland Arizona USA
Location: Latitude: 31.7365  Longitude: -109.9419  Elevation (masl): 1531
Principal investigator: Russell Scott
Ecosystem type: GRA Grasslands
File creation date: 05APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2004,0,284.47917,284,1130,0.285,23.082,157.141,5.034,-9999,-5.009,-9999,205.045,-6999,71.764,-6999,129.74,23.585,5,20.424,15,0,23.371,84.6,357.169,2.163,1,7.33,531.806,1643,845.587,-6999,181.2,161.152,344.467,497.098,7.816,-6999,-6999,357.169,3.2,-6999,-6999,-6999,-6999
2004,0,284.50000,284,1200,0.39,23.174,199.52,5.35,-9999,-1.829,-9999,172.74,-6999,45.868,-6999,135.615,25.459,5,20.945,15,0,22.297,84.571,358.601,2.206,1,7.33,411.102,1289,692.52,-6999,142.4,132.038,349.213,498.594,7.506,-6999,-6999,358.601,3.2,-6999,-6999,-6999,-6999
2004,0,284.52083,284,1230,0.5,23.611,193.928,7.993,-9999,-1.047,-9999,202.936,-6999,24.157,-6999,49.499,26.385,5,21.49,15,0,20.924,84.498,359.741,2.305,1,7.67,428.677,1452,710.911,-6999,161.2,136.953,348.524,493.805,7.271,-6999,-6999,359.741,3.2,-6999,-6999,-6999,-6999
2004,0,284.54167,284,1300,0.538,23.929,203.16,7.728,-9999,-2.056,-9999,276.563,-6999,69.279,-6999,124.644,27.555,5,22.06,15,0,19.295,84.452,360.425,2.398,1,7.83,534.973,1784,879.62,-6999,199.7,169.234,335.983,511.396,6.803,-6999,-6999,360.425,3.2,-6999,-6999,-6999,-6999
2004,0,284.56250,284,1330,0.464,24.054,194.834,6.643,-9999,-1.404,-9999,272.106,-6999,55.08,-6999,108.587,28.915,5,22.654,15,0,20.564,84.408,359.877,2.378,1,7.83,441.056,1451.5,735.696,-6999,164.4,142.732,360.899,512.807,7.361,-6999,-6999,359.877,3.2,-6999,-6999,-6999,-6999
2004,0,284.58333,284,1400,0.585,24.284,186.459,7.899,-9999,-2.259,-9999,270.172,-6999,69.356,-6999,50.823,29.665,5,23.234,15,0,19.9,84.358,359.748,2.431,1.17,7.67,431.877,1410,726.275,-6999,161.5,142.723,358.154,509.829,7.226,-6999,-6999,359.748,3.2,-6999,-6999,-6999,-6999
2004,0,284.60417,284,1430,0.436,24.053,212.346,8.103,-9999,-1.24,-9999,187.49,-6999,50.584,-6999,8.246,29.952,5,23.715,15,0,20.171,84.336,359.669,2.389,1,7.83,256.803,1067,488.648,-6999,123.65,97.129,356.279,490.996,7.246,-6999,-6999,359.669,3.2,-6999,-6999,-6999,-6999
2004,0,284.62500,284,1500,0.554,24.184,207.572,7.796,-9999,-1.938,-9999,200.898,-6999,55.238,-6999,-19.931,29.644,5,24.084,15,0,19.632,84.32,359.647,2.425,1,7.83,207.15,585.1,423.565,-6999,68.04,85.964,351.54,481.992,7.113,-6999,-6999,359.647,3.2,-6999,-6999,-6999,-6999
2004,0,284.64583,284,1530,0.534,24.039,206.681,8.764,-9999,-1.061,-9999,153.458,-6999,41.725,-6999,-73.501,29.064,5,24.379,15,0,18.369,84.287,359.983,2.441,0.83,8,196.38,851.5,434.478,-6999,102.75,92.028,326.456,472.527,6.604,-6999,-6999,359.983,3.2,-6999,-6999,-6999,-6999
2004,0,284.66667,284,1600,0.608,23.923,202.796,8.365,-9999,-1.695,-9999,129.207,-6999,44.285,-6999,-48.333,28.589,5,24.639,15,0,18.385,84.269,359.724,2.424,1,8,192.016,815,438.129,-6999,101.8,97.706,320.365,468.773,6.571,-6999,-6999,359.724,3.2,-6999,-6999,-6999,-6999
2004,0,284.68750,284,1630,0.428,23.439,212.231,8.822,-9999,-0.545,-9999,73.13,-6999,6.997,-6999,-32.557,28.174,5,24.895,15,0,19.696,84.27,359.721,2.316,1,8,11.308,345.4,191.453,-6999,43.81,46.047,316.95,451.049,6.838,-6999,-6999,359.721,3.2,-6999,-6999,-6999,-6999
2004,0,284.70833,284,1700,0.349,22.796,210.666,8.394,-9999,0.021,-9999,21.991,-6999,11.733,-6999,-70.838,27.129,5,25.107,15,0,21.807,84.273,359.166,2.17,0.83,8,-47.814,191.2,103.208,-6999,25.26,29.787,316.188,437.424,7.283,-6999,-6999,359.166,3.2,-6999,-6999,-6999,-6999
2004,0,284.72917,284,1730,0.449,22.802,203.539,7.963,-9999,-0.493,-9999,16.435,-6999,11.088,-6999,-59.353,26.032,5,25.257,15,0,21.788,84.276,359.124,2.171,0.17,8,-54.942,148,99.981,-6999,21.21,38.682,316.838,433.079,7.265,-6999,-6999,359.124,3.2,-6999,-6999,-6999,-6999
2004,0,284.75000,284,1800,0.433,22.048,211.673,7.581,-9999,0.325,-9999,-27.204,-6999,4.508,-6999,-61.429,25.004,5,25.342,15,0,21.108,84.301,359.156,2.092,0.33,8,-109.444,15.9,12.272,-6999,2.68,8.052,307.973,421.638,6.711,-6999,-6999,359.156,3.2,-6999,-6999,-6999,-6999
2004,0,284.77083,284,1830,0.305,21.213,211.316,6.223,-9999,0.585,-9999,-27.882,-6999,3.635,-6999,-68.959,23.955,5,25.355,15,0,21.85,84.335,359.118,1.969,0.17,8,-114.579,-0.35,-3.432,-6999,0.129,2.224,305.057,413.981,6.598,-6999,-6999,359.118,3.2,-6999,-6999,-6999,-6999
2004,0,284.79167,284,1900,0.221,20.387,215.199,4.94,-9999,0.489,-9999,-25.365,-6999,-0.691,-6999,-62.173,23.015,5,25.277,15,0,24.012,84.358,359.155,1.82,0,8,-110.614,-0.87,-3.988,-6999,0,2.241,303.557,407.942,6.904,-6999,-6999,359.155,3.2,-6999,-6999,-6999,-6999
2004,0,284.81250,284,1930,0.271,19.74,200.303,4.49,-9999,0.398,-9999,-26.017,-6999,1.062,-6999,-56.857,22.194,5,25.124,15,0,26.284,84.379,359.207,1.696,0,8,-107.073,-0.87,-3.532,-6999,0,2.63,303.015,403.927,7.285,-6999,-6999,359.207,3.2,-6999,-6999,-6999,-6999
2004,0,284.83333,284,2000,0.206,19.354,196.797,3.61,-9999,0.287,-9999,-21.463,-6999,-1.401,-6999,-51.945,21.477,5,24.914,15,0,28.308,84.417,359.148,1.61,0,8,-104.777,-0.87,-3.655,-6999,0,2.858,301.958,400.222,7.687,-6999,-6999,359.148,3.2,-6999,-6999,-6999,-6999
2004,0,284.85417,284,2030,0.166,18.891,192.28,2.766,-9999,0.185,-9999,-18.592,-6999,-2.722,-6999,-49.763,20.817,5,24.664,15,0,29.761,84.453,359.27,1.533,0,8,-102.17,-0.87,-3.65,-6999,0,3.147,300.701,396.073,7.872,-6999,-6999,359.27,3.2,-6999,-6999,-6999,-6999
2004,0,284.87500,284,2100,0.131,18.904,181.256,3.148,-9999,0.148,-9999,-7.129,-6999,-1.621,-6999,-48.426,20.164,5,24.385,15,0,30.226,84.481,358.946,1.524,0,7.83,-99.322,-0.88,-3.14,-6999,0.01,3.226,301.016,393.973,8.011,-6999,-6999,358.946,3.2,-6999,-6999,-6999,-6999
2004,0,284.89583,284,2130,0.132,18.799,181.823,3.012,-9999,0.235,-9999,-13.415,-6999,-0.703,-6999,-45.374,19.629,5,24.102,15,0,31.477,84.502,358.774,1.487,0,8,-99.612,-0.885,-3.254,-6999,0.035,3.138,298.441,391.661,8.315,-6999,-6999,358.774,3.2,-6999,-6999,-6999,-6999
2004,0,284.91667,284,2200,0.073,18.728,163.578,1.599,-9999,0.073,-9999,-6.073,-6999,-0.059,-6999,-46.814,19.13,5,23.807,15,0,31.75,84.513,358.621,1.474,0,7.67,-95.28,-0.92,-3.332,-6999,0.13,3.779,298.457,386.626,8.354,-6999,-6999,358.621,3.2,-6999,-6999,-6999,-6999
2004,0,284.93750,284,2230,0.133,18.653,144.092,1.504,-9999,0.11,-9999,-11.5,-6999,-0.634,-6999,-48.729,18.592,5,23.505,15,0,31.942,84.516,358.739,1.463,0,7.83,-90.571,-0.93,-2.088,-6999,0.065,4.458,301.061,385.086,8.369,-6999,-6999,358.739,3.2,-6999,-6999,-6999,-6999
2004,0,284.95833,284,2300,0.149,18.546,172.377,1.881,-9999,0.11,-9999,-8.547,-6999,0.484,-6999,-39.558,18.119,5,23.199,15,0,32.704,84.515,358.868,1.437,0,7.5,-86.499,-0.94,-2.479,-6999,0.13,3.741,305.271,385.551,8.527,-6999,-6999,358.868,3.2,-6999,-6999,-6999,-6999
2004,0,284.97917,284,2330,0.095,18.393,171.816,1.551,-9999,-0.009,-9999,-0.693,-6999,-0.472,-6999,-40.091,17.722,5,22.887,15,0,33.317,84.511,358.871,1.411,0,8,-86.216,-0.925,-2.735,-6999,0.16,3.687,302.688,382.483,8.619,-6999,-6999,358.871,3.2,-6999,-6999,-6999,-6999
2004,0,285.00000,285,000,0.11,17.738,149.401,2.008,-9999,0.173,-9999,-7.692,-6999,0.239,-6999,-41.304,17.325,5,22.579,15,0,34.773,84.513,359.448,1.324,0,7.5,-87.201,-0.92,-2.723,-6999,0.3,3.317,299.254,380.416,8.654,-6999,-6999,359.448,3.2,-6999,-6999,-6999,-6999
2004,0,285.02083,285,030,0.144,17.326,122.455,1.661,-9999,0.191,-9999,-8.935,-6999,-0.21,-6999,-38.781,16.944,5,22.274,15,0,35.46,84.506,359.77,1.277,0,7.33,-87.03,-0.83,-2.701,-6999,0.38,3.357,297.388,378.36,8.583,-6999,-6999,359.77,3.2,-6999,-6999,-6999,-6999
2004,0,285.04167,285,100,0.15,16.55,65.273,2.077,-9999,-0.154,-9999,14.185,-6999,-11.771,-6999,-40.475,16.555,5,21.984,15,0,38.965,84.513,359.819,1.149,0,8,-91.485,-0.7,-3.73,-6999,0.61,2.182,290.981,376.555,8.813,-6999,-6999,359.819,3.2,-6999,-6999,-6999,-6999
2004,0,285.06250,285,130,0.104,15.475,57.604,2.82,-9999,0.246,-9999,-26.242,-6999,11.735,-6999,-35.833,16.237,5,21.697,15,0,43.579,84.531,359.938,0.992,0,7.5,-80.192,-0.885,-2.657,-6999,0.44,2.207,302.985,378.314,9.095,-6999,-6999,359.938,3.2,-6999,-6999,-6999,-6999
2004,0,285.08333,285,200,0.159,15.937,81.036,1.986,-9999,-0.04,-9999,3.842,-6999,-14.265,-6999,-25.875,16.087,5,21.422,15,0,40.259,84.528,359.401,1.082,0,7.67,-81.8,-0.87,-2.388,-6999,0.6,2.859,300.357,376.911,8.67,-6999,-6999,359.401,3.2,-6999,-6999,-6999,-6999
2004,0,285.10417,285,230,0.103,16.166,79.463,1.724,-9999,0.016,-9999,1.111,-6999,1.68,-6999,-31.126,15.88,5,21.14,15,0,37.474,84.522,359.73,1.149,0,7.17,-56.778,-0.96,-1.533,-6999,0.51,2.408,326.673,379.51,8.263,-6999,-6999,359.73,3.2,-6999,-6999,-6999,-6999
2004,0,285.12500,285,300,0.042,16.423,61.98,1.664,-9999,0.062,-9999,-4.781,-6999,6.232,-6999,-9.7,15.854,5,20.877,15,0,35.179,84.529,359.493,1.211,0,7.5,-38.432,-1.12,-0.603,-6999,0.38,1.912,350.014,385.931,7.944,-6999,-6999,359.493,3.2,-6999,-6999,-6999,-6999
2004,-1,285.14583,285,330,0.211,16.157,84.253,1.546,-9999,-9999,-9999,-31.438,-6999,16.967,-6999,-9.733,15.994,5,20.63,15,0,36.705,84.537,360.652,1.162,0,7.17,-48.2,-1.03,-2.148,-6999,0.445,0.996,339.994,385.051,8.145,-6999,-6999,360.652,3.2,-6999,-6999,-6999,-6999
2004,0,285.16667,285,400,0.089,14.698,110.464,3.615,-9999,0.43,-9999,-8.481,-6999,2.221,-6999,-23.081,15.989,5,20.4,15,0,43.717,84.55,361.337,0.941,0,7.33,-56.116,-0.72,-2.288,-6999,0.59,1.072,328.008,380.765,8.652,-6999,-6999,361.337,3.2,-6999,-6999,-6999,-6999
2004,0,285.18750,285,430,0.053,14.938,124.174,3.827,-9999,0.378,-9999,-9.439,-6999,2.72,-6999,-29.952,15.86,5,20.177,15,0,41.19,84.556,360.918,0.999,0,7.5,-77.267,-0.67,-2.467,-6999,0.8,2.061,303.334,376.073,8.297,-6999,-6999,360.918,3.2,-6999,-6999,-6999,-6999
2004,0,285.20833,285,500,0.086,14.882,122.838,3.319,-9999,-0.122,-9999,0.148,-6999,1.2,-6999,-42.083,15.525,5,19.987,15,0,41.57,84.572,361.061,0.989,0,7.17,-84.2,-0.69,-3.093,-6999,0.84,2.136,292.463,371.434,8.353,-6999,-6999,361.061,3.2,-6999,-6999,-6999,-6999
2004,0,285.22917,285,530,0.098,14.618,117.981,4.192,-9999,0.362,-9999,-13.402,-6999,-3.551,-6999,-39.478,15.1,5,19.789,15,0,44.901,84.573,360.192,0.917,0,7,-84.291,-0.78,-2.408,-6999,0.82,2.36,291.645,371.17,8.833,-6999,-6999,360.192,3.2,-6999,-6999,-6999,-6999
2004,0,285.25000,285,600,0.055,14.367,115.742,3.828,-9999,0.287,-9999,-12.7,-6999,-0.331,-6999,-28.992,14.802,5,19.597,15,0,47.897,84.59,360.31,0.853,0,7.33,-64.821,-0.88,-2.101,-6999,0.8,1.792,312.587,373.515,9.235,-6999,-6999,360.31,3.2,-6999,-6999,-6999,-6999
2004,0,285.27083,285,630,0.103,13.705,108.044,3.874,-9999,0.369,-9999,-11.099,-6999,-2.198,-6999,-22.629,14.655,5,19.395,15,0,52.256,84.606,360.776,0.749,0,7.17,-61.448,12.89,0.607,-6999,2,2.073,313.075,373.057,9.623,-6999,-6999,360.776,3.2,-6999,-6999,-6999,-6999
2004,0,285.29167,285,700,0.195,14.259,107.227,5.06,-9999,0.032,-9999,-13.761,-6999,1.843,-6999,-14.549,14.604,5,19.18,15,0,53.369,84.606,359.511,0.758,0,7,-27.796,139,54.177,-6999,17.1,18.146,314.692,378.52,10.179,-6999,-6999,359.511,3.2,-6999,-6999,-6999,-6999
2004,0,285.31250,285,730,0.293,15.398,107.983,5.413,-9999,-1.425,-9999,30.116,-6999,14.758,-6999,20.636,14.81,5,18.97,15,0,49.701,84.628,358.532,0.88,0,7.17,72.541,402.2,190.719,-6999,49.05,50.036,322.897,391.04,10.198,-6999,-6999,358.532,3.2,-6999,-6999,-6999,-6999
2004,0,285.33333,285,800,0.311,15.647,118.492,5.908,-9999,-1.525,-9999,33.506,-6999,13.464,-6999,38.206,15.285,5,18.772,15,0,49.398,84.654,358.346,0.9,0,7,81.977,375.2,201.554,-6999,43.34,43.314,320.569,396.833,10.305,-6999,-6999,358.346,3.2,-6999,-6999,-6999,-6999
2004,0,285.35417,285,830,0.354,15.552,126.505,6.12,-9999,-1.238,-9999,45.791,-6999,19.359,-6999,36.991,15.902,5,18.605,15,0,50.696,84.674,358.234,0.871,0,7,111.175,503.2,225.157,-6999,57.72,45.922,335.093,403.154,10.5,-6999,-6999,358.234,3.2,-6999,-6999,-6999,-6999
2004,0,285.37500,285,900,0.406,16.482,123.403,6.242,-9999,-2.811,-9999,96.859,-6999,22.356,-6999,54.08,16.65,5,18.52,15,0,46.86,84.683,357.133,0.996,0,7,176.982,706,339.749,-6999,80.7,67.761,317.024,412.031,10.323,-6999,-6999,357.133,3.2,-6999,-6999,-6999,-6999
2004,0,285.39583,285,930,0.327,17.024,117.748,6.605,-9999,-1.736,-9999,95.701,-6999,33.383,-6999,65.544,17.355,5,18.514,15,0,44.358,84.691,356.589,1.08,0,7,276.295,1087,488.801,-6999,123.25,100.468,311.721,423.759,10.136,-6999,-6999,356.589,3.2,-6999,-6999,-6999,-6999
2004,0,285.41667,285,1000,0.361,17.767,122.636,6.114,-9999,-2.606,-9999,128.311,-6999,74.456,-6999,118.564,18.174,5,18.612,15,0,38.993,84.697,356.906,1.241,0,7,275.617,849,496.075,-6999,94.8,96.976,312.504,435.986,9.415,-6999,-6999,356.906,3.2,-6999,-6999,-6999,-6999
2004,0,285.43750,285,1030,0.36,17.982,132.331,7.632,-9999,-2.534,-9999,125.372,-6999,38.813,-6999,44.821,19.012,5,18.809,15,0,38.027,84.683,358.014,1.278,0,7,351.013,1281,595.126,-6999,142.45,116.286,309.691,437.517,9.357,-6999,-6999,358.014,3.2,-6999,-6999,-6999,-6999
2004,0,285.45833,285,1100,0.415,18.752,134.33,7.634,-9999,-3.009,-9999,217.264,-6999,56.765,-6999,152.173,20.467,5,19.112,15,0,39.51,84.678,358.447,1.309,0.83,7,509.457,1625,816.948,-6999,180,156.479,310.868,461.88,10.197,-6999,-6999,358.447,3.2,-6999,-6999,-6999,-6999
2004,0,285.47917,285,1130,0.391,19.262,138.76,7.298,-9999,-2.15,-9999,268.626,-6999,73.891,-6999,146.211,22.559,5,19.497,15,0,38.253,84.672,355.601,1.379,1,7.17,545.269,1714.5,870.754,-6999,189.55,166.618,317.065,475.933,10.16,-6999,-6999,355.601,3.2,-6999,-6999,-6999,-6999
2004,0,285.50000,285,1200,0.394,19.324,142.131,6.536,-9999,-1.381,-9999,202.445,-6999,47.571,-6999,106.701,24.46,5,19.949,15,0,37.94,84.657,357.388,1.391,1,7.17,418.649,1196,696.375,-6999,132.9,133.78,331.917,475.862,10.135,-6999,-6999,357.388,3.2,-6999,-6999,-6999,-6999
2004,0,285.52083,285,1230,0.346,19.823,161.511,5.019,-9999,-3.127,-9999,204.817,-6999,62.411,-6999,61.548,25.67,5,20.424,15,0,34.235,84.639,358.496,1.521,1,7.5,366.466,1033.35,620.057,-6999,115.6,119.482,344.052,478.162,9.6,-6999,-6999,358.496,3.2,-6999,-6999,-6999,-6999
2004,0,285.54167,285,1300,0.237,19.702,148.489,5.035,-9999,-1.231,-9999,96.872,-6999,25.85,-6999,-22.586,25.952,5,20.92,15,0,33.917,84.613,358.346,1.517,1,7,152.395,710,310.579,-6999,80.5,61.322,356.984,453.847,9.463,-6999,-6999,358.346,3.2,-6999,-6999,-6999,-6999
2004,0,285.56250,285,1330,0.298,21.429,186.389,4.555,-9999,-1.775,-9999,287.654,-6999,53.716,-6999,96.53,26.125,5,21.399,15,0,27.29,84.589,359.46,1.856,1,7.5,473.441,1462,761.092,-6999,165.4,147.079,353.588,494.16,8.27,-6999,-6999,359.46,3.2,-6999,-6999,-6999,-6999
2004,0,285.58333,285,1400,0.404,21.172,182.298,5.129,-9999,-1.236,-9999,203.915,-6999,50.056,-6999,66.923,27.205,5,21.895,15,0,25.065,84.575,359.252,1.883,1,7.67,334.058,1079,600.96,-6999,122.8,117.515,330.924,480.311,7.453,-6999,-6999,359.252,3.2,-6999,-6999,-6999,-6999
2004,0,285.60417,285,1430,0.429,21.818,211.771,5.376,-9999,-1.811,-9999,255.119,-6999,72.703,-6999,60.035,27.81,5,22.405,15,0,23.313,84.579,359.403,2.005,1,7.83,420.195,1404.5,733.896,-6999,162.35,145.667,324.639,492.674,7.203,-6999,-6999,359.403,3.2,-6999,-6999,-6999,-6999
2004,0,285.62500,285,1500,0.372,21.718,197.646,4.351,-9999,-1.184,-9999,173.219,-6999,24.784,-6999,43.888,28.642,5,22.907,15,0,23.52,84.588,359.509,1.987,1,7.83,283.521,980,564.893,-6999,114.6,113.055,317.488,485.804,7.236,-6999,-6999,359.509,3.2,-6999,-6999,-6999,-6999
2004,0,285.64583,285,1530,0.307,22.059,205.898,5.269,-9999,-1.672,-9999,156.676,-6999,23.844,-6999,-60.904,28.779,5,23.399,15,0,21.593,84.579,359.487,2.08,1,7.83,242.982,973,511.691,-6999,117.25,107.256,315.082,476.534,6.773,-6999,-6999,359.487,3.2,-6999,-6999,-6999,-6999
2004,0,285.66667,285,1600,0.333,22.114,200.151,4.45,-9999,-1.663,-9999,133.483,-6999,31.398,-6999,-35.478,28.592,5,23.879,15,0,20.592,84.598,359.503,2.114,1,7.83,161.449,724,407.098,-6999,89.7,88.723,311.849,468.775,6.482,-6999,-6999,359.503,3.2,-6999,-6999,-6999,-6999
2004,0,285.68750,285,1630,0.262,21.811,206.299,4.194,-9999,-0.765,-9999,65.783,-6999,7.784,-6999,-28.283,28.094,5,24.324,15,0,22.074,84.604,359.192,2.036,1,8,40.349,421.85,228.136,-6999,53.06,54.557,318.921,452.151,6.845,-6999,-6999,359.192,3.2,-6999,-6999,-6999,-6999
2004,0,285.70833,285,1700,0.357,21.89,203.682,4.826,-9999,-1.036,-9999,60.584,-6999,25.256,-6999,-47.585,27.18,5,24.694,15,0,22.276,84.626,359.11,2.041,0.67,8,-0.84,352.7,181.767,-6999,47.7,53.603,313.529,442.534,6.961,-6999,-6999,359.11,3.2,-6999,-6999,-6999,-6999
2004,0,285.72917,285,1730,0.261,21.244,206.158,4.279,-9999,-0.34,-9999,24.298,-6999,4.061,-6999,-60.362,26.127,5,24.954,15,0,24.859,84.65,358.628,1.897,0.5,8,-84.953,100.69,57.002,-6999,14.31,22.117,307.294,427.133,7.485,-6999,-6999,358.628,3.2,-6999,-6999,-6999,-6999
2004,0,285.75000,285,1800,0.212,20.425,202.632,3.614,-9999,0.194,-9999,-9.531,-6999,3.509,-6999,-70.767,24.825,5,25.074,15,0,26.394,84.674,358.718,1.767,0.5,8,-109.945,14.36,12.057,-6999,2.74,10.771,303.364,414.595,7.58,-6999,-6999,358.718,3.2,-6999,-6999,-6999,-6999
2004,0,285.77083,285,1830,0.134,19.465,197.949,3.183,-9999,0.25,-9999,-12.838,-6999,0.522,-6999,-72.189,23.555,5,25.067,15,0,28.123,84.693,358.852,1.626,0.33,8,-112.046,-0.44,-4.459,-6999,0.05,2.723,299.918,404.782,7.636,-6999,-6999,358.852,3.2,-6999,-6999,-6999,-6999
2004,0,285.79167,285,1900,0.099,18.898,177.865,2.639,-9999,-0.038,-9999,-3.44,-6999,-1.822,-6999,-67.892,22.38,5,24.979,15,0,29.921,84.713,358.739,1.53,0,8,-105.793,-0.87,-3.986,-6999,0,3.301,299.51,398.015,7.875,-6999,-6999,358.739,3.2,-6999,-6999,-6999,-6999
2004,0,285.81250,285,1930,0.147,18.488,158.414,2.248,-9999,0.51,-9999,-15.418,-6999,-0.904,-6999,-62.121,21.349,5,24.8,15,0,31.692,84.742,359.281,1.453,0,8,-101.651,-0.87,-3.661,-6999,0.009,3.534,299.198,393.654,8.172,-6999,-6999,359.281,3.2,-6999,-6999,-6999,-6999
2004,0,285.83333,285,2000,0.16,18.232,149.135,1.801,-9999,0.341,-9999,-17.756,-6999,-2.991,-6999,-57.237,20.51,5,24.565,15,0,32.648,84.765,359.739,1.41,0,8,-98.354,-0.87,-3.018,-6999,0.02,4.002,298.807,390.141,8.303,-6999,-6999,359.739,3.2,-6999,-6999,-6999,-6999
2004,0,285.85417,285,2030,0.117,17.953,171.369,1.41,-9999,0.107,-9999,-7.946,-6999,-0.277,-6999,-53.825,19.779,5,24.295,15,0,33.62,84.796,359.79,1.366,0,8,-96.527,-0.855,-3.111,-6999,0.095,4.257,297.463,386.622,8.417,-6999,-6999,359.79,3.2,-6999,-6999,-6999,-6999
2004,0,285.87500,285,2100,0.088,17.969,199.372,1.446,-9999,-0.045,-9999,-2.786,-6999,1.965,-6999,-51.859,19.095,5,23.999,15,0,33.46,84.823,359.462,1.371,0,7.83,-94.136,-0.96,-2.551,-6999,0.07,4.766,297.977,384.797,8.374,-6999,-6999,359.462,3.2,-6999,-6999,-6999,-6999
2004,0,285.89583,285,2130,0.118,17.364,285.06,0.932,-9999,0.023,-9999,-0.751,-6999,0.743,-6999,-46.382,18.474,5,23.68,15,0,33.933,84.85,360.049,1.31,0,8,-77.826,-0.995,-2.41,-6999,0.21,4.086,312.956,384.286,8.171,-6999,-6999,360.049,3.2,-6999,-6999,-6999,-6999
2004,0,285.91667,285,2200,0.149,16.933,10.938,2.354,-9999,-0.179,-9999,1.735,-6999,0.652,-6999,-25.866,18.11,5,23.35,15,0,34.991,84.868,360.041,1.254,0,7.5,-52.958,-0.92,-0.855,-6999,0.29,2.528,340.52,390.095,8.2,-6999,-6999,360.041,3.2,-6999,-6999,-6999,-6999
2004,0,285.93750,285,2230,0.16,16.899,8.108,3.131,-9999,0.089,-9999,-5.914,-6999,-2.516,-6999,-26.955,17.955,5,23.017,15,0,33.424,84.88,359.849,1.282,0,7.83,-68.313,-0.96,-1.815,-6999,0.255,2.342,324.747,388.903,7.777,-6999,-6999,359.849,3.2,-6999,-6999,-6999,-6999
2004,0,285.95833,285,2300,0.098,17.004,353.894,1.388,-9999,-0.034,-9999,-1.737,-6999,0.124,-6999,-21.714,17.782,5,22.687,15,0,31.833,84.896,359.596,1.321,0,7.83,-44.984,-0.97,-1.068,-6999,0.29,2.032,349.385,391.269,7.417,-6999,-6999,359.596,3.2,-6999,-6999,-6999,-6999
2004,0,285.97917,285,2330,0.084,16.927,96.304,2.296,-9999,0.157,-9999,-7.224,-6999,-2.356,-6999,-17.269,17.707,5,22.364,15,0,32.867,84.914,360.304,1.295,0,7.17,-48.989,-1.05,-1.077,-6999,0.185,2.143,346.304,392.073,7.651,-6999,-6999,360.304,3.2,-6999,-6999,-6999,-6999
2004,0,286.00000,286,000,0.08,17.056,107.202,2.078,-9999,1.005,-9999,-16.592,-6999,10.292,-6999,-25.934,17.58,5,22.055,15,0,33.227,84.907,360.414,1.298,0,7.33,-63.237,-0.85,-2.33,-6999,0.28,2.081,329.443,388.268,7.809,-6999,-6999,360.414,3.2,-6999,-6999,-6999,-6999
2004,0,286.02083,286,030,0.148,16.538,119.362,2.403,-9999,-0.279,-9999,3.928,-6999,-13.589,-6999,-29.398,17.329,5,21.767,15,0,38.366,84.913,361.312,1.16,0,7.33,-67.133,-0.8,-2.595,-6999,0.48,1.648,322.691,385.581,8.644,-6999,-6999,361.312,3.2,-6999,-6999,-6999,-6999
2004,0,286.04167,286,100,0.062,16.055,112.766,1.392,-9999,0.039,-9999,-1.401,-6999,-0.529,-6999,-30.723,17.065,5,21.484,15,0,41.475,84.924,361.175,1.068,0,7.33,-63.75,-0.73,-2.14,-6999,0.47,2.347,323.921,383.186,8.977,-6999,-6999,361.175,3.2,-6999,-6999,-6999,-6999
2004,0,286.06250,286,130,0.093,15.589,110.051,2.763,-9999,0.18,-9999,-5.209,-6999,5.877,-6999,-33.598,16.775,5,21.23,15,0,48.865,84.923,361.207,0.906,0,7.33,-76.107,-0.735,-2.823,-6999,0.495,1.92,308.187,379.551,10.172,-6999,-6999,361.207,3.2,-6999,-6999,-6999,-6999
