Sitename: Lucky Hills Shrubland Arizona USA
Location: Latitude: 31.7438  Longitude: -110.0522  Elevation (masl): 1370
Principal investigator: Russell Scott
Ecosystem type: OSH Open Shrublands
File creation date: 09APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2007,0,256.56250,256,1330,0.347,32.35,325.2,3.097,0.344,0.344,0,228.717,-6999,50.523,-6999,141.084,43.35,5,29.05,15,0,16.401,86.263,365.493,4.056,5,10,507.5,1382.559,814,-6999,282.65,-9999,-9999,-9999,13.099,-6999,-6999,365.493,3.1,-6999,-6999,-6999,-6999
2007,0,256.58333,256,1400,0.284,32.5,355.6,2.158,0.125,0.125,0,123.253,-6999,60.258,-6999,84.491,42.8,5,29.9,15,0,14.603,86.232,365.779,4.178,5,10,329.6,1095.087,632.5,-6999,222.03,-9999,-9999,-9999,12.024,-6999,-6999,365.779,3.1,-6999,-6999,-6999,-6999
2007,0,256.60417,256,1430,0.206,32.705,342.5,2.054,0.38,0.38,0,186.586,-6999,55.92,-6999,63.896,43.15,5,30.6,15,0,13.964,86.201,365.844,4.259,5,10,437.8,1401.424,809.85,-6999,287.091,-9999,-9999,-9999,11.49,-6999,-6999,365.844,3.1,-6999,-6999,-6999,-6999
2007,0,256.62500,256,1500,0.303,33.09,334.9,2.525,0.089,0.089,0,181.695,-6999,64.834,-6999,66.688,43.6,5,31.3,15,0,14.001,86.17,365.863,4.35,5,10,369.5,1088.799,611.4,-6999,221.491,-9999,-9999,-9999,11.901,-6999,-6999,365.863,3.1,-6999,-6999,-6999,-6999
2007,0,256.64583,256,1530,0.442,32.955,314.2,2.394,-0.022,-0.022,0,167.586,-6999,60.584,-6999,35.426,42.9,5,31.8,15,0,13.865,86.142,365.486,4.324,5,10,381.3,1117.097,607.85,-6999,228.018,-9999,-9999,-9999,11.679,-6999,-6999,365.486,3.1,-6999,-6999,-6999,-6999
2007,0,256.66667,256,1600,0.365,32.84,311.2,2.742,-0.202,-0.202,0,128.57,-6999,57.227,-6999,24.765,42,5,32.4,15,0,13.951,86.123,365.629,4.292,5,10,260.2,932.486,526.7,-6999,189.062,-9999,-9999,-9999,11.704,-6999,-6999,365.629,3.1,-6999,-6999,-6999,-6999
2007,0,256.68750,256,1630,0.391,33.195,327.7,3.085,-0.154,-0.154,0,124.1,-6999,54.59,-6999,8.412,41.4,5,32.75,15,0,14.031,86.098,365.439,4.374,4.5,10,256.601,886.221,504.3,-6999,178.566,-9999,-9999,-9999,11.906,-6999,-6999,365.439,3.1,-6999,-6999,-6999,-6999
2007,0,256.70833,256,1700,0.364,33.07,297.3,3.016,0.032,0.032,0,108.593,-6999,49.729,-6999,10.973,40.6,5,33,15,0,14.835,86.096,365.489,4.303,5,10,187.4,739.341,429.2,-6999,147.078,-9999,-9999,-9999,12.62,-6999,-6999,365.489,3.1,-6999,-6999,-6999,-6999
2007,0,256.72917,256,1730,0.397,32.436,304.4,3.426,-0.156,-0.156,0,69.569,-6999,45.26,-6999,-6.631,39.05,5,33.3,15,0,15.832,86.088,365.135,4.103,4,10,6.287,451.96,262.7,-6999,87.823,-9999,-9999,-9999,12.85,-6999,-6999,365.135,3.1,-6999,-6999,-6999,-6999
2007,0,256.75000,256,1800,0.394,32,303.4,3.477,0.135,0.135,0,20.81,-6999,37.463,-6999,-42.553,37.2,5,33.5,15,0,14.683,86.097,365.201,4.058,4,10,-6.389,211.831,126.1,-6999,39.656,-9999,-9999,-9999,12.196,-6999,-6999,365.201,3.1,-6999,-6999,-6999,-6999
2007,0,256.77083,256,1830,0.295,30.46,305.2,2.889,0.321,0.321,0,-6.683,-6999,16.657,-6999,-76.18,35.3,5,33.5,15,0,18.571,86.116,365.149,3.548,4,10,-82.8,47.829,27.694,-6999,10.105,-9999,-9999,-9999,13.141,-6999,-6999,365.149,3.1,-6999,-6999,-6999,-6999
2007,0,256.79167,256,1900,0.241,28.69,301.8,2.203,0.88,0.88,0,-20.949,-6999,9.982,-6999,-92.461,33.6,5,33.5,15,0,21.025,86.144,366.277,3.108,4,10,-98.9,-0.339,0.707,-6999,1.58,-9999,-9999,-9999,13.254,-6999,-6999,366.277,3.1,-6999,-6999,-6999,-6999
2007,0,256.81250,256,1930,0.102,27.515,343.2,1.89,0.803,0.803,0,-16.315,-6999,7.495,-6999,-93.539,32.201,5,33.25,15,0,22.716,86.167,367.688,2.84,3,10,-92.2,-0.911,0.565,-6999,1.614,-9999,-9999,-9999,13.242,-6999,-6999,367.688,3.1,-6999,-6999,-6999,-6999
2007,0,256.83333,256,2000,0.124,26.13,16.76,1.948,-0.715,-0.715,0,-4.67,-6999,-7.895,-6999,-84.093,31,5,33,15,0,25.96,86.203,370.9,2.508,3,10,-89.6,-0.804,0.46,-6999,1.621,-9999,-9999,-9999,13.75,-6999,-6999,370.9,3.1,-6999,-6999,-6999,-6999
2007,0,256.85417,256,2030,0.067,26.205,16.2,1.554,-0.118,-0.118,0,-1.59,-6999,1.218,-6999,-80.381,29.95,5,32.701,15,0,24.855,86.237,369.622,2.557,3,10,-89.4,-0.698,0.34,-6999,1.621,-9999,-9999,-9999,13.277,-6999,-6999,369.622,3.1,-6999,-6999,-6999,-6999
2007,-1,256.87500,256,2100,0.128,25.07,46.32,0.61,-9999,-9999,0,-9999,-6999,-9999,-6999,-77.278,29,5,32.3,15,0,26.863,86.259,372.538,2.326,3,10,-89,-0.504,0.093,-6999,1.621,-9999,-9999,-9999,13.553,-6999,-6999,372.538,3.1,-6999,-6999,-6999,-6999
2007,0,256.89583,256,2130,0.046,24.65,162.3,0.469,0.246,0.246,0,-0.115,-6999,1.277,-6999,-75.217,28.15,5,31.95,15,0,27.632,86.273,372.876,2.245,3,10,-84.8,-0.331,-0.126,-6999,1.621,-9999,-9999,-9999,13.543,-6999,-6999,372.876,3.1,-6999,-6999,-6999,-6999
2007,0,256.91667,256,2200,0.088,24.77,28.86,0.907,-0.552,-0.552,0,7.013,-6999,-5,-6999,-72.261,27.3,5,31.6,15,0,26.881,86.284,370.622,2.285,3,10,-85.7,-0.528,-0.367,-6999,1.567,-9999,-9999,-9999,13.306,-6999,-6999,370.622,3.1,-6999,-6999,-6999,-6999
2007,0,256.93750,256,2230,0.099,24.23,26.39,1.309,-0.52,-0.52,0,-5.206,-6999,-5.358,-6999,-68.136,26.6,5,31.15,15,0,27.727,86.298,370.229,2.186,3,10,-88.1,-0.583,-0.499,-6999,1.459,-9999,-9999,-9999,13.41,-6999,-6999,370.229,3.1,-6999,-6999,-6999,-6999
2007,0,256.95833,256,2300,0.183,24.71,11.54,2.351,0.466,0.466,0,-35.186,-6999,9.401,-6999,-64.779,26,5,30.8,15,0,25.567,86.298,367.807,2.317,3,10,-89.9,-0.567,-0.68,-6999,1.432,-9999,-9999,-9999,12.686,-6999,-6999,367.807,3.1,-6999,-6999,-6999,-6999
2007,-1,256.97917,256,2330,0.1,23.255,163.7,0.681,-9999,-9999,0,1.933,-6999,-7.77,-6999,-59.682,25.35,5,30.35,15,0,29.063,86.316,372.814,2.024,3,10,-88.6,-0.567,-0.542,-6999,1.25,-9999,-9999,-9999,13.287,-6999,-6999,372.814,3.1,-6999,-6999,-6999,-6999
2007,0,257.00000,257,000,0.08,24.18,206.1,0.166,-1.609,-1.609,0,19.397,-6999,-9.285,-6999,-65.007,24.7,5,30,15,0,26.318,86.323,369.384,2.222,3,9,-85.2,-0.6,-0.576,-6999,0.811,-9999,-9999,-9999,12.664,-6999,-6999,369.384,3.1,-6999,-6999,-6999,-6999
2007,0,257.02083,257,030,0.094,23.425,84.6,0.999,-0.086,-0.086,0,2.963,-6999,-1.089,-6999,-61.183,24.15,5,29.6,15,0,28.034,86.322,370.748,2.074,3,9.5,-82.5,-0.671,-0.562,-6999,0.878,-9999,-9999,-9999,12.844,-6999,-6999,370.748,3.1,-6999,-6999,-6999,-6999
2007,0,257.04167,257,100,0.144,21.26,84.5,1.184,-1.581,-1.581,0,16.698,-6999,-10.894,-6999,-61.547,23.6,5,29.2,15,0,33.928,86.33,374.64,1.67,3,10,-82,-0.639,-0.537,-6999,0.797,-9999,-9999,-9999,13.401,-6999,-6999,374.64,3.1,-6999,-6999,-6999,-6999
2007,0,257.06250,257,130,0.181,20.325,80.6,1.422,1.621,1.621,0,-28.393,-6999,10.329,-6999,-65.229,23.15,5,28.85,15,0,37.032,86.341,378.845,1.502,3,9,-81.3,-0.654,-0.674,-6999,0.837,-9999,-9999,-9999,13.78,-6999,-6999,378.845,3.1,-6999,-6999,-6999,-6999
2007,0,257.08333,257,200,0.145,20.22,94.6,0.773,0.255,0.255,0,-7.007,-6999,-2.21,-6999,-64.128,22.7,5,28.5,15,0,37.957,86.345,378.528,1.471,3,9,-80.3,-0.796,-0.778,-6999,0.757,-9999,-9999,-9999,14.068,-6999,-6999,378.528,3.1,-6999,-6999,-6999,-6999
2007,0,257.10417,257,230,0.234,19.11,88.9,1.972,-0.525,-0.525,0,-7.388,-6999,6.801,-6999,-61.789,22.15,5,28.15,15,0,42.464,86.343,382.669,1.273,3,9,-80.5,-0.848,-0.737,-6999,0.5,-9999,-9999,-9999,14.321,-6999,-6999,382.669,3.1,-6999,-6999,-6999,-6999
2007,0,257.12500,257,300,0.278,18.52,68.82,1.543,0.578,0.578,0,-15.406,-6999,3.434,-6999,-62.736,21.8,5,27.8,15,0,44.153,86.341,379.757,1.191,3,9,-78.38,-0.915,-0.729,-6999,0.528,-9999,-9999,-9999,14.285,-6999,-6999,379.757,3.1,-6999,-6999,-6999,-6999
2007,0,257.14583,257,330,0.254,18.96,65.85,1.418,0.062,0.062,0,-13.177,-6999,2.539,-6999,-57.66,21.4,5,27.5,15,0,44.082,86.34,377.257,1.226,3,9,-78.38,-0.915,-0.803,-6999,0.406,-9999,-9999,-9999,14.627,-6999,-6999,377.257,3.1,-6999,-6999,-6999,-6999
2007,0,257.16667,257,400,0.26,18.63,66.73,1.43,0.348,0.348,0,-11.927,-6999,2.329,-6999,-53.712,21.1,5,27.2,15,0,46.408,86.341,378.217,1.151,3,9,-77.1,-0.939,-0.685,-6999,0.311,-9999,-9999,-9999,14.927,-6999,-6999,378.217,3.1,-6999,-6999,-6999,-6999
2007,0,257.18750,257,430,0.249,18.325,74.18,1.418,0.73,0.73,0,-18.034,-6999,3.933,-6999,-53.096,20.8,5,26.8,15,0,45.788,86.343,377.72,1.142,2.5,9,-75.82,-0.915,-0.781,-6999,0.406,-9999,-9999,-9999,14.518,-6999,-6999,377.72,3.1,-6999,-6999,-6999,-6999
2007,0,257.20833,257,500,0.216,17.62,76.84,1.613,0.371,0.371,0,-12.702,-6999,3.501,-6999,-53.418,20.5,5,26.5,15,0,48.137,86.359,379.12,1.045,3,9,-74.29,-0.907,-0.905,-6999,0.432,-9999,-9999,-9999,14.568,-6999,-6999,379.12,3.1,-6999,-6999,-6999,-6999
2007,0,257.22917,257,530,0.161,17.03,96,1.536,0.212,0.212,0,-6.404,-6999,2.972,-6999,-54.919,20.1,5,26.2,15,0,50.698,86.384,381.356,0.957,2.5,9,-73.75,-0.931,-0.852,-6999,0.271,-9999,-9999,-9999,14.75,-6999,-6999,381.356,3.1,-6999,-6999,-6999,-6999
2007,0,257.25000,257,600,0.134,16.74,92.6,1.511,-0.852,-0.852,0,-0.877,-6999,-3.608,-6999,-55.545,19.8,5,26,15,0,52.254,86.403,382.385,0.91,3,9,-71.93,0.221,-0.477,-6999,0.555,-9999,-9999,-9999,14.862,-6999,-6999,382.385,3.1,-6999,-6999,-6999,-6999
2007,0,257.27083,257,630,0.188,16.815,93.5,2.06,0.012,0.012,0,-10.692,-6999,3.461,-6999,-52.538,19.5,5,25.7,15,0,52.941,86.42,383.495,0.901,3,9,-61.12,34.196,24.624,-6999,9.126,-9999,-9999,-9999,15.068,-6999,-6999,383.495,3.1,-6999,-6999,-6999,-6999
2007,0,257.29167,257,700,0.217,18.3,86.6,1.782,0.157,0.157,0,-7.283,-6999,15.014,-6999,-39.725,19.5,5,25.4,15,0,49.504,86.451,378.907,1.062,3,9,-22.3,162.063,113.3,-6999,29.268,-9999,-9999,-9999,15.453,-6999,-6999,378.907,3.1,-6999,-6999,-6999,-6999
2007,-1,257.31250,257,730,0.23,21.575,89.6,1.676,-9999,-9999,0,48.118,-6999,50.984,-6999,-3.939,20.35,5,25.15,15,0,42.098,86.474,369.922,1.492,3,9,40.19,302.609,223.15,-6999,63.716,-9999,-9999,-9999,16.167,-6999,-6999,369.922,3.1,-6999,-6999,-6999,-6999
2007,0,257.33333,257,800,0.158,24.18,141.2,1.126,-2.947,-2.947,0,53.756,-6999,47.186,-6999,33.885,21.9,5,24.9,15,0,38.369,86.492,364.433,1.859,3,9,106.4,289.718,338.8,-6999,102.403,-9999,-9999,-9999,17.265,-6999,-6999,364.433,3.1,-6999,-6999,-6999,-6999
2007,0,257.35417,257,830,0.149,25.79,173.6,1.062,-1.911,-1.911,0,81.065,-6999,43.687,-6999,74.079,23.9,5,24.75,15,0,35.921,86.509,362.614,2.128,3,9,177.6,747.876,455.4,-6999,143.377,-9999,-9999,-9999,17.957,-6999,-6999,362.614,3.1,-6999,-6999,-6999,-6999
2007,0,257.37500,257,900,0.188,27.34,159.7,1.14,-1.818,-1.818,0,133.236,-6999,56.418,-6999,104.301,26.2,5,24.7,15,0,33.509,86.536,360.078,2.419,3,9,250.4,942.368,567,-6999,184.083,-9999,-9999,-9999,18.56,-6999,-6999,360.078,3.1,-6999,-6999,-6999,-6999
2007,0,257.39583,257,930,0.149,28.78,201.1,0.884,-0.068,-0.068,0,139.589,-6999,72.862,-6999,146.18,28.75,5,24.75,15,0,27.856,86.555,364.56,2.854,4,9,320.5,1117.546,666.75,-6999,222.366,-9999,-9999,-9999,16.697,-6999,-6999,364.56,3.1,-6999,-6999,-6999,-6999
2007,0,257.41667,257,1000,0.117,29.49,177.6,0.844,-0.536,-0.536,0,169.935,-6999,135.361,-6999,164.959,31.3,5,24.9,15,0,24.639,86.559,365.787,3.106,4,9,382.4,1272.96,757,-6999,256.881,-9999,-9999,-9999,15.8,-6999,-6999,365.787,3.1,-6999,-6999,-6999,-6999
2007,0,257.43750,257,1030,0.154,30.52,248.3,0.896,-0.04,-0.04,0,191.838,-6999,81.189,-6999,172.844,33.85,5,25.3,15,0,21.819,86.553,366.826,3.419,4,9,438.1,1405.916,836.5,-6999,286.082,-9999,-9999,-9999,14.939,-6999,-6999,366.826,3.1,-6999,-6999,-6999,-6999
2007,0,257.45833,257,1100,0.242,30.74,265.6,0.96,0.478,0.478,0,203.958,-6999,70.228,-6999,175.834,36.2,5,25.8,15,0,21.558,86.532,366.821,3.473,4,9,483,1514.616,897,-6999,309.092,-9999,-9999,-9999,14.902,-6999,-6999,366.821,3.1,-6999,-6999,-6999,-6999
2007,0,257.47917,257,1130,0.243,31.765,287.6,0.954,0.4,0.4,0,206.564,-6999,56.579,-6999,162.17,38.45,5,26.3,15,0,19.58,86.504,366.718,3.775,4.5,9,517.4,1594.569,943.5,-6999,326.518,-9999,-9999,-9999,14.608,-6999,-6999,366.718,3.1,-6999,-6999,-6999,-6999
2007,0,257.50000,257,1200,0.192,32.61,139.3,1.317,-0.204,-0.204,0,248.56,-6999,96.086,-6999,170.647,40.4,5,27,15,0,15.386,86.478,365.751,4.166,5,9,550,1675.421,994,-6999,346.366,-9999,-9999,-9999,12.943,-6999,-6999,365.751,3.1,-6999,-6999,-6999,-6999
2007,0,257.52083,257,1230,0.126,32.955,151.4,1.911,-0.047,-0.047,0,270.118,-6999,55.638,-6999,177.405,42.2,5,27.75,15,0,14.658,86.449,366.451,4.284,5,9.5,601.9,1748.187,1039,-6999,372.269,-9999,-9999,-9999,12.257,-6999,-6999,366.451,3.1,-6999,-6999,-6999,-6999
2007,0,257.54167,257,1300,0.35,33.49,150.5,2.583,0.38,0.38,0,300.56,-6999,115.364,-6999,169.108,43.5,5,28.5,15,0,12.326,86.415,366.53,4.535,4,9,596,1806.58,1073,-6999,367.761,-9999,-9999,-9999,11.015,-6999,-6999,366.53,3.1,-6999,-6999,-6999,-6999
2007,0,257.56250,257,1330,0.342,33.685,140.1,1.933,0.082,0.082,0,353.283,-6999,-26.532,-6999,156.137,44.75,5,29.35,15,0,12.961,86.389,366.629,4.552,5,10,632.9,1807.927,1070.5,-6999,365.07,-9999,-9999,-9999,11.422,-6999,-6999,366.629,3.1,-6999,-6999,-6999,-6999
2007,0,257.58333,257,1400,0.231,34.02,172,2.031,-0.095,-0.095,0,266.962,-6999,73.977,-6999,136.907,45.7,5,30.1,15,0,12.115,86.362,366.964,4.683,5,10,545.6,1654.759,969,-6999,336.139,-9999,-9999,-9999,10.628,-6999,-6999,366.964,3.1,-6999,-6999,-6999,-6999
2007,-1,257.60417,257,1430,-9999,33.965,262.5,-9999,-9999,-9999,0,-9999,-6999,-9999,-6999,100.442,45.85,5,30.95,15,0,12.229,86.339,-9999,4.662,4,10,498.1,1525.846,879,-6999,310.774,-9999,-9999,-9999,-9999,-6999,-6999,-9999,3.1,-6999,-6999,-6999,-6999
2007,-1,257.62500,257,1500,-9999,33.6,16.06,-9999,-9999,-9999,0,-9999,-6999,-9999,-6999,65.852,45.5,5,31.7,15,0,12.154,86.315,-9999,4.572,4,10,431.6,1380.762,786,-6999,281.641,-9999,-9999,-9999,-9999,-6999,-6999,-9999,3.1,-6999,-6999,-6999,-6999
2007,-1,257.64583,257,1530,0.104,33.83,134.1,2.023,-9999,-9999,0,168.552,-6999,67.08,-6999,34.086,45.1,5,32.3,15,0,12.306,86.295,366.477,4.623,4,10,363.1,1217.263,688.35,-6999,246.991,-9999,-9999,-9999,10.697,-6999,-6999,366.477,3.1,-6999,-6999,-6999,-6999
2007,0,257.66667,257,1600,0.275,33.6,135.6,3.043,-0.2,-0.2,0,169.895,-6999,69.574,-6999,18.518,43.8,5,32.9,15,0,12.777,86.279,366.182,4.54,4,10,310.8,1077.12,606.1,-6999,217.589,-9999,-9999,-9999,11.058,-6999,-6999,366.182,3.1,-6999,-6999,-6999,-6999
2007,0,257.68750,257,1630,0.153,33.585,159.5,1.768,-0.384,-0.384,0,122.977,-6999,64.632,-6999,1.548,42.7,5,33.35,15,0,12.776,86.265,366.363,4.536,4,10,226.8,866.009,483.4,-6999,172.914,-9999,-9999,-9999,11.084,-6999,-6999,366.363,3.1,-6999,-6999,-6999,-6999
2007,0,257.70833,257,1700,0.102,33.8,189.2,1.026,-0.17,-0.17,0,91.843,-6999,48.439,-6999,-8.607,41.2,5,33.7,15,0,12.646,86.26,366.709,4.598,4,10,94.9,639.625,356.3,-6999,125.413,-9999,-9999,-9999,11.17,-6999,-6999,366.709,3.1,-6999,-6999,-6999,-6999
2007,0,257.72917,257,1730,0.206,33.025,175.8,1.543,-0.638,-0.638,0,45.704,-6999,38.521,-6999,-34.245,39.15,5,33.95,15,0,13.354,86.261,365.69,4.367,3.5,10,-47.6,387.593,217.2,-6999,74.239,-9999,-9999,-9999,11.312,-6999,-6999,365.69,3.1,-6999,-6999,-6999,-6999
2007,0,257.75000,257,1800,0.157,32.54,166.1,1.444,-0.065,-0.065,0,2.586,-6999,29.012,-6999,-56.204,37.3,5,34,15,0,13.891,86.254,365.587,4.223,3,11,-26.79,197.817,117,-6999,36.682,-9999,-9999,-9999,11.487,-6999,-6999,365.587,3.1,-6999,-6999,-6999,-6999
2007,0,257.77083,257,1830,0.072,30.345,146.5,1.241,0.16,0.16,0,-3.256,-6999,1.058,-6999,-79.94,35.35,5,34,15,0,18.116,86.248,366.018,3.545,3,10,-100.1,40.673,21.05,-6999,8.612,-9999,-9999,-9999,12.791,-6999,-6999,366.018,3.1,-6999,-6999,-6999,-6999
2007,0,257.79167,257,1900,0.066,28.05,122.6,1.417,-0.231,-0.231,0,-2.369,-6999,-4.378,-6999,-101.93,33.5,5,33.9,15,0,23.202,86.262,369.528,2.912,3,10,-104.7,-0.204,0.882,-6999,1.594,-9999,-9999,-9999,13.836,-6999,-6999,369.528,3.1,-6999,-6999,-6999,-6999
2007,0,257.81250,257,1930,0.149,26.32,84.3,1.451,-1.747,-1.747,0,6.226,-6999,-2.316,-6999,-103.096,32.1,5,33.7,15,0,27.545,86.282,375.814,2.482,3,10,-97.2,-0.84,0.649,-6999,1.607,-9999,-9999,-9999,14.891,-6999,-6999,375.814,3.1,-6999,-6999,-6999,-6999
2007,0,257.83333,257,2000,0.16,25.06,81.9,1.551,0.9,0.9,0,-11.786,-6999,5.608,-6999,-96.982,30.9,5,33.4,15,0,29.292,86.307,378.859,2.248,3,10,-99.3,-0.67,0.477,-6999,1.621,-9999,-9999,-9999,14.619,-6999,-6999,378.859,3.1,-6999,-6999,-6999,-6999
2007,0,257.85417,257,2030,0.241,23.975,74.73,1.35,1.044,1.044,0,-13.065,-6999,5.102,-6999,-91.253,29.75,5,33.05,15,0,31.855,86.345,382.207,2.03,2.5,10,-96.3,-0.351,0.173,-6999,1.621,-9999,-9999,-9999,14.913,-6999,-6999,382.207,3.1,-6999,-6999,-6999,-6999
2007,0,257.87500,257,2100,0.178,24.28,72.06,1.21,1.196,1.196,0,-17.532,-6999,9.542,-6999,-85.362,28.8,5,32.701,15,0,30.383,86.374,378.88,2.112,2,10,-90.5,-0.221,-0.005,-6999,1.621,-9999,-9999,-9999,14.465,-6999,-6999,378.88,3.1,-6999,-6999,-6999,-6999
2007,0,257.89583,257,2130,0.187,24.405,73.21,1.282,0.221,0.221,0,-11.421,-6999,4.13,-6999,-72.826,28.05,5,32.25,15,0,29.123,86.383,374.544,2.167,2,10,-87.8,-0.311,-0.224,-6999,1.6,-9999,-9999,-9999,13.954,-6999,-6999,374.544,3.1,-6999,-6999,-6999,-6999
2007,0,257.91667,257,2200,0.171,24.34,57.86,1.124,0.994,0.994,0,-18.322,-6999,7.652,-6999,-66.389,27.4,5,31.9,15,0,29.2,86.403,375.362,2.156,2,10,-78.65,-0.481,-0.378,-6999,1.54,-9999,-9999,-9999,14.06,-6999,-6999,375.362,3.1,-6999,-6999,-6999,-6999
2007,0,257.93750,257,2230,0.206,24.1,358.1,1.444,-0.827,-0.827,0,-6.918,-6999,-7.149,-6999,-57.916,26.9,5,31.45,15,0,29.78,86.431,374.644,2.108,2,10,-76.04,-0.536,-0.485,-6999,1.425,-9999,-9999,-9999,14.008,-6999,-6999,374.644,3.1,-6999,-6999,-6999,-6999
2007,0,257.95833,257,2300,0.13,25.49,22.55,0.372,-0.986,-0.986,0,12.193,-6999,-6.625,-6999,-56.343,26.3,5,31.1,15,0,26.473,86.45,370.803,2.398,2,10,-75.75,-0.513,-0.417,-6999,1.446,-9999,-9999,-9999,13.582,-6999,-6999,370.803,3.1,-6999,-6999,-6999,-6999
2007,0,257.97917,257,2330,0.103,24.965,72.02,0.826,-0.343,-0.343,0,1.601,-6999,0.289,-6999,-52.596,25.85,5,30.7,15,0,27.57,86.455,369.609,2.29,2,10,-72.77,-0.572,-0.646,-6999,1.459,-9999,-9999,-9999,13.634,-6999,-6999,369.609,3.1,-6999,-6999,-6999,-6999
2007,0,258.00000,258,000,0.089,23.3,88.5,1.167,0.36,0.36,0,4.812,-6999,0.956,-6999,-50.702,25.4,5,30.4,15,0,32.208,86.457,374.583,1.939,2,10,-71.55,-0.529,-0.597,-6999,1.311,-9999,-9999,-9999,14.39,-6999,-6999,374.583,3.1,-6999,-6999,-6999,-6999
2007,0,258.02083,258,030,0.098,22.155,90.7,1.425,0.166,0.166,0,-2.141,-6999,-1.495,-6999,-54.614,24.95,5,30,15,0,37.016,86.451,381.555,1.681,2,9.5,-77.35,-0.583,-0.759,-6999,1.331,-9999,-9999,-9999,15.263,-6999,-6999,381.555,3.1,-6999,-6999,-6999,-6999
2007,0,258.04167,258,100,0.169,21.77,76.46,1.31,0.403,0.403,0,-13.139,-6999,2.954,-6999,-57.371,24.5,5,29.7,15,0,38.284,86.446,378.259,1.609,2,9,-75.17,-0.592,-0.619,-6999,1.189,-9999,-9999,-9999,15.284,-6999,-6999,378.259,3.1,-6999,-6999,-6999,-6999
2007,0,258.06250,258,130,0.188,21.53,79.21,1.651,3.035,3.035,0,-40.645,-6999,15.65,-6999,-53.807,24.05,5,29.3,15,0,39.737,86.442,377.1,1.548,2,9,-74.61,-0.596,-0.721,-6999,1.101,-9999,-9999,-9999,15.495,-6999,-6999,377.1,3.1,-6999,-6999,-6999,-6999
2007,0,258.08333,258,200,0.206,20.5,82.7,1.765,1.112,1.112,0,-17.278,-6999,4.768,-6999,-53.518,23.7,5,29,15,0,44.769,86.439,381.559,1.332,2,10,-72.24,-0.639,-0.921,-6999,1.041,-9999,-9999,-9999,16.103,-6999,-6999,381.559,3.1,-6999,-6999,-6999,-6999
2007,0,258.10417,258,230,0.21,20.215,77.62,1.432,0.271,0.271,0,-12.334,-6999,1.262,-6999,-52.469,23.3,5,28.7,15,0,46.269,86.432,381.032,1.273,2,9.5,-67.1,-0.674,-0.901,-6999,0.885,-9999,-9999,-9999,16.294,-6999,-6999,381.032,3.1,-6999,-6999,-6999,-6999
2007,0,258.12500,258,300,0.129,20.82,77.27,1,1.25,1.25,0,-17.303,-6999,3.928,-6999,-46.76,23.1,5,28.4,15,0,44.562,86.428,377.534,1.364,2,9,-53.59,-0.788,-0.877,-6999,0.609,-9999,-9999,-9999,16.328,-6999,-6999,377.534,3.1,-6999,-6999,-6999,-6999
2007,-1,258.14583,258,330,0.17,20.575,97.3,1.175,-9999,-9999,0,-37.955,-6999,14.761,-6999,-37.486,22.95,5,28.1,15,0,47.271,86.431,381.483,1.278,2,9.5,-53.02,-0.816,-0.91,-6999,0.527,-9999,-9999,-9999,16.878,-6999,-6999,381.483,3.1,-6999,-6999,-6999,-6999
2007,0,258.16667,258,400,0.169,20.28,127.9,0.811,1.362,1.362,0,-1.805,-6999,7.167,-6999,-36.406,22.9,5,27.8,15,0,50.095,86.451,385.479,1.187,2,9,-43.76,-0.757,-0.899,-6999,0.459,-9999,-9999,-9999,17.419,-6999,-6999,385.479,3.1,-6999,-6999,-6999,-6999
2007,0,258.18750,258,430,0.193,20.12,89.2,1.038,-0.395,-0.395,0,-1.011,-6999,-3.461,-6999,-32.029,22.8,5,27.55,15,0,51.977,86.469,388.575,1.131,2,9.5,-40.36,-0.734,-0.926,-6999,0.642,-9999,-9999,-9999,17.797,-6999,-6999,388.575,3.1,-6999,-6999,-6999,-6999
